,url,keyword,terms,error,access_date
10,https://www.builtinnyc.com/job/product/product-manager-multi-seller/228261,Requirements,"['Natural leadership instincts with proven ability to innovate', '3+ years of product management experience', 'Prior experience working on a platform team or in a role where you were responsible for the success of a larger ecosystem of products', 'Proven record of shipping high-quality products at scale', 'Excellent organization skills', 'An analytical and metrics driven work style', 'Great interpersonal and communication skills', 'Comfort in a fast-paced and dynamic environment', 'Passion for Square and new technology', ""Bachelor's degree or equivalent experience""]",,2023-08-15 11:01:28.446568
11,https://www.builtinnyc.com/job/product/product-manager-payment-apis/228213,Requirements,"['5+ years of product management experience or equivalent', 'Deep understanding and empathy for our sellers and the developers who serve them', 'Passion for our purpose of economic employment and innovation on behalf of our sellers and developers', 'Demonstrated success launching and scaling platform products with public APIs, SDKs, or toolkits and maintaining them across multiple versions', 'Desire to lead, the ability to drive product strategy and work well with senior engineers and designers', ""Great interpersonal and communication skills that shine when you're talking with a customer or engaging a cross-functional audience"", 'Natural curiosity, obsession with the details, desire to build the right thing', 'System thinking mindset, technical background and passion for new technology and great developer experiences', 'An analytical and metrics driven work style that leverages data to make informed decisions', 'Strong track record of execution']",,2023-08-15 11:01:29.874063
12,https://www.builtinnyc.com/job/product/product-manager/231250,Requirements,Qualifications,,2023-08-15 11:01:32.258348
13,https://www.builtinnyc.com/job/product/senior-product-manager-cnn-core-design-system/201787,Requirements,"['4+ years product management or engineering work experience (at least 3 years product management).', 'A technical understanding of Design Systems (preferably at scale) that enables Design and Engineering teams. Tools we use: Figma, zeroheight, Jira, Confluence', 'A firm grasp across key concepts in UI, UX in web, app, TVE design, and accessibility standards', 'Experience with change management governance processes', 'Experience rolling out new tools or capabilities, including training/supporting cross-functional internal customers', 'Experience across geographically distributed teams (multiple tech hubs)', 'Excellent communication, facilitation, interpersonal skills, to clearly communicate and lead a diverse, multi-disciplinary team. Able translate technical concepts to a business and non-technical audience.', 'Experience working in SCRUM/Agile frameworks', 'A team player able to build and maintain technical relationships, to manage priorities and demands from stakeholders across the company, and create consensus and approvals without direct reporting lines.', 'Strong work ethic, integrity and collaborative approach to work. Willingness to roll up your sleeves and get things done.', 'Quick to learn and understand new technical concepts and technologies. Takes smart risks and champion new ideas.', 'Experience in the news and information industry is preferred but not required']",,2023-08-15 11:01:34.540388
14,https://www.builtinnyc.com/job/product/product-manager-payment-apis/228317,Requirements,"['5+ years of product management experience or equivalent', 'Deep understanding and empathy for our sellers and the developers who serve them', 'Passion for our purpose of economic employment and innovation on behalf of our sellers and developers', 'Demonstrated success launching and scaling platform products with public APIs, SDKs, or toolkits and maintaining them across multiple versions', 'Desire to lead, the ability to drive product strategy and work well with senior engineers and designers', ""Great interpersonal and communication skills that shine when you're talking with a customer or engaging a cross-functional audience"", 'Natural curiosity, obsession with the details, desire to build the right thing', 'System thinking mindset, technical background and passion for new technology and great developer experiences', 'An analytical and metrics driven work style that leverages data to make informed decisions', 'Strong track record of execution']",,2023-08-15 11:01:35.978996
15,https://www.builtinnyc.com/job/product/product-manager-identity/228257,Requirements,"['Natural leadership instincts with proven ability to innovate', '3+ years of product management experience', 'Prior experience working on a platform team or in a role where you were responsible for the success of a larger ecosystem of products, ideally in the identity space, including demonstrated knowledge of best practices and industry - standards for SSO, MFA, OIDC, etc.', 'Excellent prioritization and stakeholder management skills', 'Proven record of shipping high-quality products at scale', 'Excellent organization skills', 'An analytical and metrics driven work style', 'Great interpersonal and communication skills', 'Comfort in a fast-paced and dynamic environment', 'Passion for Square and new technology', ""Bachelor's degree or equivalent experience"", ""Passion for helping teams protect the assets in Square's ecosystem"", 'Proven ability to provide direction and rally a team on the highest priority problem to solve', 'Track record of advocating for collaborative solutions with a diverse group of partners', 'Writing skills that showcase brevity and clarity']",,2023-08-15 11:01:37.826432
16,https://www.builtinnyc.com/job/product/product-manager-upmarket-credit/228253,Qualifications,"['5+ years of experience in product management', 'Analytical skills: You have a data-driven learning style and use quantitative information to make product decisions', 'Experimental mindset: You like to test and learn in a way that incorporates both customer needs and data', 'Results: Experience shipping simple, elegant user-facing products with measurable impact to the bottom line', 'Collaborative approach: Delivers results with cross-functional teams, and partners with and empowers team members', 'Customer-centric: Strong customer empathy and experience shaping product direction and execution based on customer needs', 'Strategic: Experience developing and driving key strategies that shaped an organization', 'Efficiency: Excellent organization and prioritization skills', 'Credit domain expertise: with small business financing or other financial products', ""Excitement: You're passionate about Square's mission and new technology""]",,2023-08-15 11:01:39.423932
17,https://www.builtinnyc.com/job/product/product-manager-identity/228089,Requirements,"['Natural leadership instincts with proven ability to innovate', '3+ years of product management experience', 'Prior experience working on a platform team or in a role where you were responsible for the success of a larger ecosystem of products, ideally in the identity space, including demonstrated knowledge of best practices and industry - standards for SSO, MFA, OIDC, etc.', 'Excellent prioritization and stakeholder management skills', 'Proven record of shipping high-quality products at scale', 'Excellent organization skills', 'An analytical and metrics driven work style', 'Great interpersonal and communication skills', 'Comfort in a fast-paced and dynamic environment', 'Passion for Square and new technology', ""Bachelor's degree or equivalent experience"", ""Passion for helping teams protect the assets in Square's ecosystem"", 'Proven ability to provide direction and rally a team on the highest priority problem to solve', 'Track record of advocating for collaborative solutions with a diverse group of partners', 'Writing skills that showcase brevity and clarity']",,2023-08-15 11:01:41.046568
18,https://www.builtinnyc.com/job/product/technical-product-manager-content-services/216680,About You,"['Product Vision: Work with technical leaders and stakeholders to build a roadmap for the features and capabilities of our publishing platform related to improving our content APIs for the business and our users. Examples might include: building an API gateway, converting our backend architecture to a microservices/GraphQL model, integrating a workflow engine, implementing distributed tracing across systems.', 'Planning and Alignment: Work with product and technical owners across the organization to define a cohesive, living roadmap for the features and capabilities of our platform.', 'Driving Results: Prioritize and drive initiatives across multiple engineering teams, acting as the product SME from a functional perspective, showcasing, championing, and finding ways to constantly innovate.', 'Technical Grasp: Understand Dotdash and vendor APIs, their usage, and their impact on the platform ecosystem. Anticipate the impact of emerging technologies and their potential applicability to the publishing platform.', 'Product Development: Work with cross-functional, agile teams to develop, launch, optimize, and maintain/retire features in a fast-paced environment; make the call on desired product functionality and make real-time decisions to ensure that we are on track to meet business goals.']",,2023-08-15 11:01:42.565274
19,https://www.builtinnyc.com/job/product/senior-product-manager-container-technologies/231422,Requirements,"[""Bachelor's degree in business or software related degree or equivalent work experience"", '5+ years of formal training or experience in software engineering or product management', '3+ years of experience working with modern private & public cloud infrastructure platforms - Kubernetes, AWS EKS, or similar technology; experience in Kubernetes, container based, and cloud ecosystems', 'Strategic thinker that combines strong analytical skills and creative problem solving - turning analysis into actionable insights and plans', 'Proven ability to translate product vision into phased design requirements followed by execution of a go-to market product launch; knowledge of industry-wide technology trends and best practices', 'Demonstrated leadership experience with multiple cross-functional teams including Product, Operations, Service, Sales, Marketing, and across management levels on simultaneous projects', 'Enablement experience with bringing new product capabilities to market and supporting user education', 'Segmenting, tracking, and analyzing client product usage, profitability, and technology risk', 'Strong project management skills: well-organized, structured approach, ability to achieve tight timelines on complex deliverables', 'Demonstrated communication and diplomacy skills to work cross-organizationally to influence others, drive results/change and implement projects/processes on simultaneous projects', 'Advanced knowledge of software applications and technical processes with considerable in-depth knowledge of cloud technology']",,2023-08-15 11:01:44.330252
20,https://www.builtinnyc.com/job/product/product-manager-multi-seller/228102,Requirements,"['Natural leadership instincts with proven ability to innovate', '3+ years of product management experience', 'Prior experience working on a platform team or in a role where you were responsible for the success of a larger ecosystem of products', 'Proven record of shipping high-quality products at scale', 'Excellent organization skills', 'An analytical and metrics driven work style', 'Great interpersonal and communication skills', 'Comfort in a fast-paced and dynamic environment', 'Passion for Square and new technology', ""Bachelor's degree or equivalent experience""]",,2023-08-15 11:01:45.885394
21,https://www.builtinnyc.com/job/product/senior-product-manager-vault-safety-workbench/228138,Requirements,"['5+ years of experience as a product manager, business analysis, or consulting role', '5+ years of experience with enterprise software', 'Experience launching and growing new applications targeting a specific vertical', 'Demonstrated skills in design, product development, and planning', 'Strong written and verbal communication skills', 'Degree in computer science, engineering, or business administration', 'Must be based in the Eastern Time zone or at least 1-hour offset']",,2023-08-15 11:01:47.370985
22,https://www.builtinnyc.com/job/product/senior-product-manager-square-go/228343,Qualifications,"['8+ years of product management or related experience', '2+ years working in a consumer facing marketplace role and/or 2+ years of experience working on a 0 to 1 bet', 'Strong communication skills and ability to work cross-functionally with global teams', 'Able to drive A/B testing, and familiar with analytics/testing tools', 'Comfort with ambiguity coupled with the ability to independently solve problems without well-defined direction', 'Ability to earn trust from and lead a high performing cross-functional team', 'A humble and scrappy get-it-done mindset', 'Strong business sense and analytical skills. Basic SQL skills are a plus']",,2023-08-15 11:01:48.873813
23,https://www.builtinnyc.com/job/product/senior-product-manager-square-messages/228268,Qualifications,"['8+ years of product management or related experience/education', '1+ years of experience working on a messaging or communication product and/or 1+ years of experience working on a B2B SaaS product', 'Strong communication skills and ability to work cross-functionally', 'Experience driving A/B testing, and familiar with analytics/testing tools', 'Ability to earn trust from and lead a high performing cross-functional team', 'A humble and scrappy get-it-done mindset', 'Strong business sense and analytical skills including basic SQL.', ""Passion for Square's mission of economic empowerment""]",,2023-08-15 11:01:50.493876
24,https://www.builtinnyc.com/job/product/senior-product-manager-square-go/228225,Qualifications,"['8+ years of product management or related experience', '2+ years working in a consumer facing marketplace role and/or 2+ years of experience working on a 0 to 1 bet', 'Strong communication skills and ability to work cross-functionally with global teams', 'Able to drive A/B testing, and familiar with analytics/testing tools', 'Comfort with ambiguity coupled with the ability to independently solve problems without well-defined direction', 'Ability to earn trust from and lead a high performing cross-functional team', 'A humble and scrappy get-it-done mindset', 'Strong business sense and analytical skills. Basic SQL skills are a plus']",,2023-08-15 11:01:52.270679
25,https://www.builtinnyc.com/job/product/manager-product-manager-marketing-analytics-products-strategy/224902,You Have,"[' Competitive salary and equity (including a robust 401(k) plan)', ' Excellent medical and dental insurance (and other health benefits)', ' Superstar product, design, data and engineering leaders [Paypal, Google, Gilt, Yodle, AOL, Adaptive Path]', ' Top class engineering teams that you will lead and build product alongside', ' Continuous learning budget', ' Highly supportive and ""bought in"" leadership environment']",,2023-08-15 11:01:54.041323
26,https://www.builtinnyc.com/job/product/senior-product-manager-vault-safety-signal/228137,Requirements,"['5+ years of experience as a product manager, business analysis, or consulting role', '5+ years of experience with enterprise software', 'End to End PV Signal Detection and Analysis experience', 'Experience launching and growing new applications targeting a specific vertical', 'Demonstrated skills in design, product development, and planning', 'Strong written and verbal communication skills', 'Degree in computer science, engineering, or business administration', 'Must be based in the Eastern Time zone or at least 1-hour offset']",,2023-08-15 11:01:55.989625
27,https://www.builtinnyc.com/job/product/product-manager-upmarket-credit/228077,Qualifications,"['5+ years of experience in product management', 'Analytical skills: You have a data-driven learning style and use quantitative information to make product decisions', 'Experimental mindset: You like to test and learn in a way that incorporates both customer needs and data', 'Results: Experience shipping simple, elegant user-facing products with measurable impact to the bottom line', 'Collaborative approach: Delivers results with cross-functional teams, and partners with and empowers team members', 'Customer-centric: Strong customer empathy and experience shaping product direction and execution based on customer needs', 'Strategic: Experience developing and driving key strategies that shaped an organization', 'Efficiency: Excellent organization and prioritization skills', 'Credit domain expertise: with small business financing or other financial products', ""Excitement: You're passionate about Square's mission and new technology""]",,2023-08-15 11:01:58.214099
28,https://www.builtinnyc.com/job/product/senior-product-manager-developer-experience-platform/228267,Requirements,"['5-8 years of platform product management experience', 'Experience leading the delivery of features / projects which have a high degree of cross-functional complexity and integration.', 'Previous experience as a developer and building developer tools, including either:Experience with mobile development, especially Android and (bonus) Android Open Source ProjectExperience with developer tools and infrastructure enabling Android development', 'Experience with mobile development, especially Android and (bonus) Android Open Source Project', 'Experience with developer tools and infrastructure enabling Android development', 'A track record of shipping and iterating on successful developer platform tools', 'Great organizational, analytical, and collaboration skills', ""A passion for Square's mission of economic empowerment and well designed hardware products""]",,2023-08-15 11:01:59.906646
29,https://www.builtinnyc.com/job/product/manager-product-management-correspondence/225086,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 11:02:01.549313
0,https://www.builtinnyc.com/job/product/manager-product-manager-core-data-standards/216415,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 11:04:53.832355
1,https://www.builtinnyc.com/job/product/product-compliance-manager-cash-app-cash-card/228275,Requirements,"['10+ years in the compliance industry, ideally with experience in payments compliance', 'AML and regulatory knowledge, specifically in Electronic Funds Transfer Act, Bank Secrecy Act, consumer protection compliance and payment network rules and regulations', 'A metrics-driven approach to create substantiated solutions', 'Operational knowledge in building a sound Compliance program', 'Ability to influence others and gain support around compliance goals.', 'Work with team members of all levels']",,2023-08-15 11:04:55.394589
2,https://www.builtinnyc.com/job/product/senior-product-manager-client-journey/225341,Requirements,"['5+ years of product management experience (startup and healthcare experience is a plus but not required)', 'Collaborative. You have experience working with designers and engineering teams', 'User Empathy. You relish talking to users, understanding their unique pain points, and using that deep understanding to build products from first principles.\xa0', 'Scrappy. You’ll do anything to achieve your goal. You know how to think on the fly and persist through setbacks and roadblocks and to motivate your teammates to do the same.', 'Team Player. You are collaborative by nature, relish in camaraderie and group wins, and are looked to by colleagues as a steadfast partner and source of encouragement', 'Highly Motivated. You want ownership of your work', ""Deeply Analytical. You're curious, data driven, and use analytical insights to inform product decisions, measure success, and move the product forward.""]",,2023-08-15 11:04:56.881971
3,https://www.builtinnyc.com/job/product/product-compliance-manager-cash-app-cash-card/228162,Requirements,"['10+ years in the compliance industry, ideally with experience in payments compliance', 'AML and regulatory knowledge, specifically in Electronic Funds Transfer Act, Bank Secrecy Act, consumer protection compliance and payment network rules and regulations', 'A metrics-driven approach to create substantiated solutions', 'Operational knowledge in building a sound Compliance program', 'Ability to influence others and gain support around compliance goals.', 'Work with team members of all levels']",,2023-08-15 11:04:58.426466
4,https://www.builtinnyc.com/job/product/senior-product-manager-data-platform/212930,Requirements,"Where a new hire falls within this range will be based on their individual skills and experience, and how these competencies compare across other employees in the same role. Stellar's bands are designed to allow for individual compensation growth within the role.  As such, new hires typically start at the lower end of the range.  Stellar rewards performance and outcomes - should you join the company, you will have the opportunity to grow your salary over time.",,2023-08-15 11:04:59.878258
5,https://www.builtinnyc.com/job/product/manager-product-management-mobile-premium-products-experiences/224901,Requirements,"[""Intellectually Curious.  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges. "", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you. "", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work. "", ""Passionate & Customer Focus.  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs. "", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help. ', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships. ']",,2023-08-15 11:05:01.175189
6,https://www.builtinnyc.com/job/product/manager-product-management-rules-lab/231308,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 11:05:02.808743
7,https://www.builtinnyc.com/job/product/manager-product-manager-enterprise-data/231176,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 11:05:04.709536
8,https://www.builtinnyc.com/job/product/senior-product-manager-square-messages/228129,Qualifications,"['8+ years of product management or related experience/education', '1+ years of experience working on a messaging or communication product and/or 1+ years of experience working on a B2B SaaS product', 'Strong communication skills and ability to work cross-functionally', 'Experience driving A/B testing, and familiar with analytics/testing tools', 'Ability to earn trust from and lead a high performing cross-functional team', 'A humble and scrappy get-it-done mindset', 'Strong business sense and analytical skills including basic SQL.', ""Passion for Square's mission of economic empowerment""]",,2023-08-15 11:05:06.791954
9,https://www.builtinnyc.com/job/product/product-manager-assistant-vice-president-vice-president/231263,Requirements,Responsibilities,,2023-08-15 11:05:08.754745
10,https://www.builtinnyc.com/job/product/product-manager-associate-assistant-vice-president/231265,Requirements, Responsibilities,,2023-08-15 11:05:10.434642
11,https://www.builtinnyc.com/job/product/senior-product-manager-compass/230983,You Have,"['BE/BS/BA with an emphasis in technology', 'Experience with ecosystem development, developer communities, or open-source projects.', 'Experience with data engineering, APIs, integrations, and event-driven systems.', 'Experience working on enterprise-focused areas (B2B)']",,2023-08-15 11:05:12.478910
12,https://www.builtinnyc.com/job/product/senior-product-manager-data-platform/205801,You Have,"[' New hire stock equity (RSUs) and employee stock purchase plan (ESPP)', ' Continuous professional development, product training, and career pathing', ' Intra-departmental mentor and buddy program for in-house networking', ' An inclusive company culture, ability to join our Community Guilds', ' Access to Inclusion Talks, our Internal panel discussions', ' Free, global Spring Health benefits for employees and dependents age 6+', ' Competitive global benefits']",,2023-08-15 11:05:14.616016
14,https://www.builtinnyc.com/job/product/technical-product-manager/148741,Requirements,Who you are: ,,2023-08-15 11:10:46.162677
15,https://www.builtinnyc.com/job/product/product-manager/230698,Requirements,What we’re looking for:,,2023-08-15 11:10:47.945264
16,https://www.builtinnyc.com/job/product/senior-product-manager-developer-experience-platform/228128,Requirements,"['5-8 years of platform product management experience', 'Experience leading the delivery of features / projects which have a high degree of cross-functional complexity and integration.', 'Previous experience as a developer and building developer tools, including either:Experience with mobile development, especially Android and (bonus) Android Open Source ProjectExperience with developer tools and infrastructure enabling Android development', 'Experience with mobile development, especially Android and (bonus) Android Open Source Project', 'Experience with developer tools and infrastructure enabling Android development', 'A track record of shipping and iterating on successful developer platform tools', 'Great organizational, analytical, and collaboration skills', ""A passion for Square's mission of economic empowerment and well designed hardware products""]",,2023-08-15 11:10:49.420955
17,https://www.builtinnyc.com/job/product/product-manager/230809,Requirements,Experience,,2023-08-15 11:10:50.579589
18,https://www.builtinnyc.com/job/product/product-manager-enterprise-data/231006,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-15 11:10:52.504436
19,https://www.builtinnyc.com/job/product/senior-product-manager-cloud-security-threats/230905,You Have,"['New hire stock equity (RSUs) and employee stock purchase plan (ESPP)', 'Continuous professional development, product training, and career pathing', 'Intradepartmental mentor and buddy program for in-house networking', 'An inclusive company culture, ability to join our Community Guilds (Datadog employee resource groups)', 'Access to Inclusion Talks, our Internal panel discussions', 'Free, global mental health benefits for employees and dependents age 6+', 'Competitive global benefits']",,2023-08-15 11:10:54.003113
20,https://www.builtinnyc.com/job/product/manager-cyber-product-owner/227987,Requirements,"["" You believe that a core component of security's role is to enable the business, not just to secure it, and the solutions you bring to life are aligned to the needs of our developer community, customers, and business partners."", ' You thrive in working in a fast paced, technologically forward leaning environment and are not afraid to push the boundaries of security capabilities.', ' You seek to create enduring value by delivering reusable, extensible and resilient cybersecurity capabilities to address the evolving threat landscape', ' You actively solve for cyber technical challenges in collaboration with engineering.', ' You are naturally curious and stay on top of emerging trends and threats.', ' You have a comprehensive understanding of iterative software delivery to connect effectively and in a meaningful way with software and platform engineers', ' You seek to understand the business and technology landscape and cross-functional dependencies to inform product vision and integration with larger organizational goals', ' You are a clear thinker, thrive in working across teams, and an expert in dealing with ambiguity.']",,2023-08-15 11:10:56.202618
21,https://www.builtinnyc.com/job/product/senior-product-manager-b2b-sdk/179838,Qualifications,"This role will pay between $175,000-195,000 in total cash compensation.Benefits:· Unlimited PTO with a required minimum of at least 2 weeks off per year· Flexible work from home policy· Competitive salary· Significant company stock options· Partial 401k match· Healthcare, vision, dental fully covered· Paid parental leave for all parentsPerks:·  $100 / month in wellbeing stipend to be used at your discretion (e.g., gym membership, mental health resources like yoga classes & meditation app subscriptions)· $750 / year in professional development (e.g., conferences, courses, books)· Option to work in our gorgeous NYC HQ with sunlight, plants, drinks, snacks, music and energy· Regular team events and volunteering· Regular on-sites every 4-6 months for the entire Beam team to come together for team-building in NYC · $1,000 referral bonuses for every new member of the growing Beam team that you send our wayBeam is an equal opportunity employer and we value diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status, or any other characteristic protected by law.We are a remote-friendly company that is able to hire in all 50 states and D.C and Canada. We can’t sponsor working visas, so all applicants will need to have work authorization in the US or Canada.",,2023-08-15 11:10:58.067103
23,https://www.builtinnyc.com/job/product/senior-product-manager/186666,Qualifications,"[""Bachelor's degree"", '8+ years of Product Management experience', 'Experience leading the product development lifecycle such as product vision, go-to-market strategy, requirements, and product launch.', 'Experience working with cross-functional teams (engineering, UX/UI, marketing, management, etc)', 'Consumer Social and app development a plus']",,2023-08-15 11:16:29.417313
24,https://www.builtinnyc.com/job/product/product-manager-dv/230700,Requirements,"['Comprehensive Healthcare Coverage for You and Your Family from Day One', 'Generous Time Off', 'Holiday Breaks and Quarterly Wellness Days', 'Equity and Employee Stock Purchase Plan', 'Family-Focused Benefits and Parental Leave', '401k Retirement Savings Plan with Employer Match', 'Cell Phone Subsidy', 'Fitness and Wellness Reimbursement']",,2023-08-15 11:16:31.265739
25,https://www.builtinnyc.com/job/product/product-compliance-manager/230825,Requirements,"['Subject matter expertise with at least one of these subject matters is necessary: bitcoin exchange custody solutions, self-custody hardware or software wallets, or regulated blockchain exchange or payments services', '5+ years of experience in a compliance project/product management role', 'Experience with blockchain technology, decentralized ecosystems, and regulated cryptocurrency products and services', 'Prior experience working for a regulated, reputable cryptocurrency company required', 'Experience presenting to senior leadership and proven ability to influence others', 'Demonstrated interest in decentralized identity and agreement on the principles of decentralized finance', 'Intense professional curiosity and a growth mindset']",,2023-08-15 11:16:32.497319
26,https://www.builtinnyc.com/job/product/sr-product-manager-jobrobotix/227953,Requirements,Qualifications/ Skills - What You Will Need,,2023-08-15 11:16:34.263944
27,https://www.builtinnyc.com/job/product/senior-principal-product-manager-platform/231055,Requirements,"About the Team:Product Managers at Atlassian are responsible for the complete product offering, from early stage research and ideation, through implementation and iteration based on key success metrics. We are always growing, learning, and adapting, in and out of the office. You’ll be joining a team that is highly engaged, competent and direct. We help each other to constantly improve our work and reach our potential. We’re dedicated to being agile, which means we’re constantly learning about our users’ experience and iterating as much as necessary to improve it. We also know all too well the importance of validating assumptions about users and use various types of testing to ensure we're right (or discover where we're wrong). It’s all about improving our user’s experience—no matter who or where it is.#LI-EH1Our perks & benefitsAtlassian offers a variety of perks and benefits to support you, your family and to help you engage with your local community. Our offerings include health coverage, paid volunteer days, wellness resources, and so much more. Visit go.atlassian.com/perksandbenefits to learn more.About AtlassianAt Atlassian, we're motivated by a common goal: to unleash the potential of every team. Our software products help teams all over the planet and our solutions are designed for all types of work. Team collaboration through our tools makes what may be impossible alone, possible together.We believe that the unique contributions of all Atlassians create our success. To ensure that our products and culture continue to incorporate everyone's perspectives and experience, we never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines.To provide you the best experience, we can support with accommodations or adjustments at any stage of the recruitment process. Simply inform our Recruitment team during your conversation with them.Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.To learn more about our culture and hiring process, visit go.atlassian.com/crh.",,2023-08-15 11:16:35.420120
28,https://www.builtinnyc.com/job/product/svp-general-manager-product-management-b2b/231147,Requirements,"[' BA required/MA or MBA preferred', ' Minimum of 10+ years in B2B leadership role', ' Experience in business transformation with a proven track record of consistent delivery against business plans and targets', ' P&L leadership and mindset with a strong track record of growth', ' Strong financial analysis capabilities', ' Proven experience building a culture of data-driven decision-making, action, and delivery', ' Proven ability to collaborate across growth, technology, sales, operations, and marketing teams to optimize and expand product offerings and solutions while driving growth and delivering of customer promise', ' Robust understanding of consumer behavior', ' Proven executive presence, strategic capabilities, effective collaborator, and superior influencing skills', ' Demonstrated experience developing and providing sound, data-driven guidance and decisions to senior business leadership on sales strategies and performance', ' Demonstrates influential leadership with authentic motivation capabilities, and proven ability to successfully manage through transformation and change']",,2023-08-15 11:16:37.604107
